star index,lambda,beta,mu lambda,mu beta,pi,Hwmag
714,4.655242679285438,-0.08938921499377524,2.463073193705263e-05,4.9762863797125654e-05,3.21044888653509e-05,12.0
715,4.644724440032664,-0.09688227980070385,2.089415431410356e-05,1.1506115878787637e-05,7.063871228283852e-06,12.0
716,4.650716629117167,-0.09115144733406984,1.2045003383466619e-05,5.788735369280513e-06,3.065210553079134e-06,12.0
717,4.644901907988059,-0.09336376645206507,3.160721748759492e-05,2.1728508268817143e-05,4.8137705584863936e-05,12.0
718,4.643463922276924,-0.08959253393467556,3.4211330263723956e-05,3.5062836464857e-05,4.97288443167161e-05,12.0
719,4.646450181041082,-0.09485787849415352,1.4774049276982537e-05,1.2134434231471043e-05,4.971456248555884e-05,12.0
720,4.644838526588666,-0.10407883834511697,2.7171887453078328e-05,2.2690616172195116e-05,1.3119051579754283e-05,12.0
721,4.656349714137799,-0.09501299882132197,4.610349913557443e-06,1.576925266425447e-05,4.228546779247479e-05,12.0
722,4.6513239066050724,-0.09399606763190207,1.5162994587157192e-05,2.7429316989479954e-05,2.3877958566238644e-06,12.0
723,4.648211054097319,-0.09685259335713985,4.268998950355471e-05,1.2724242208640474e-05,1.2074085704397948e-05,12.0
724,4.65161970986807,-0.08906980928816532,2.869117934020747e-05,4.164109484484627e-05,4.3796566057742514e-06,12.0
725,4.6531209584793425,-0.08798999246819815,3.1715938544941812e-06,4.333067351251574e-05,1.1008137647898098e-05,12.0
726,4.656324692927422,-0.0940318386139256,2.7458441541594554e-05,1.414993028714292e-05,3.220429142886415e-05,12.0
727,4.65052934767501,-0.09247730497530074,1.794660963280457e-05,4.637669558689397e-05,4.94272993225927e-05,12.0
728,4.655809960789776,-0.09801724584636684,4.047949467791752e-05,4.25281043613978e-05,4.561077281005885e-05,12.0
729,4.65016247009661,-0.09861054867742475,3.5340997014692936e-05,5.094944244334088e-06,2.4116398127758714e-05,12.0
730,4.65429083358331,-0.10426008370053742,4.099276547229369e-05,1.115655389670503e-05,3.901550022019741e-05,12.0
731,4.656574296361631,-0.09544835490419153,4.815797924552859e-05,1.450286266233416e-05,1.020101306030199e-05,12.0
732,4.653260841577463,-0.09963187120529367,1.3841932539116326e-05,3.224135641154802e-05,1.3175156745413258e-05,12.0
733,4.65349233114615,-0.08815305390794732,3.9824397312643924e-06,3.650417578946557e-05,4.939741412758498e-05,12.0
734,4.65230312567979,-0.10227060044008891,3.2519859399323296e-05,4.9063736648117486e-05,8.47590899799216e-06,12.0
735,4.642656756127348,-0.10220653736285344,3.717928290602997e-05,1.3836116181266123e-05,4.430604751488384e-05,12.0
736,4.6519010167883055,-0.09283572248807946,4.9580098517472415e-06,6.219377177374036e-06,1.6728366437092814e-05,12.0
737,4.657046663440096,-0.09930087352323769,2.482524965213018e-06,3.168313685354131e-05,6.14974017416779e-06,12.0
738,4.655451755602773,-0.10423170068487618,3.933306867062592e-05,5.577416243234224e-06,3.96790194861702e-06,12.0
739,4.651327895425067,-0.0965074579356919,4.014086880262051e-05,9.511859498675129e-06,2.6486633301064605e-05,12.0
740,4.651776209476769,-0.09622935136376037,1.3199507554558893e-05,1.6088648150579695e-05,3.527058173351183e-06,12.0
741,4.650391682168667,-0.10036891429579581,6.173434478695223e-06,4.2954426278541514e-05,1.2481999451429278e-05,12.0
742,4.657827745430229,-0.09865626502976359,3.124460020944174e-05,7.909180153813222e-06,1.0451821670497413e-05,12.0
743,4.643011969359579,-0.09332922317137723,4.375897279638984e-05,4.371691056067147e-05,4.3301070915303426e-05,12.0
744,4.64737910763278,-0.09313382730836249,2.8684683387147078e-05,3.420109274878117e-05,2.2120359304045235e-05,12.0
745,4.653837726077689,-0.09076374027930939,3.896183925610322e-05,2.5812060367713957e-05,1.910950230280928e-06,12.0
746,4.658544798333822,-0.10039341052527793,2.5556132681863876e-05,3.581453547554442e-06,2.533429913325845e-05,12.0
747,4.6484937466811935,-0.09892843110856396,2.4479061012881944e-06,1.5657431912012943e-05,3.839178464916585e-05,12.0
748,4.652334804503968,-0.09984138066855794,3.2978559056366377e-07,1.2694274035342401e-05,9.610588422785877e-06,12.0
749,4.643310172615229,-0.10245181138324173,9.916150555844562e-06,4.362882855070065e-05,9.638568714375074e-06,12.0
750,4.659841500466123,-0.08901898345443487,1.1702847681732681e-05,2.424466407897302e-05,2.849336586739321e-05,12.0
751,4.649407014314121,-0.10192023058396858,1.3584727702179018e-05,4.6403815821932724e-05,4.4119509044155944e-05,12.0
752,4.648587905321719,-0.1000553397501832,3.711528605015617e-05,2.0400426585598735e-05,3.0117719770542785e-05,12.0
753,4.645723603848633,-0.09233508824123636,2.0639458284880687e-05,4.298628541153623e-05,2.491168791366381e-05,12.0
754,4.6518093529455635,-0.09604420014347292,6.7196728670846255e-06,3.685028212774e-06,3.373041178732694e-05,12.0
755,4.648422391867349,-0.08828617281748312,2.3099460692147435e-05,3.170061477500838e-05,4.2050490881999754e-05,12.0
756,4.647410785471373,-0.09926966941142756,1.9990606524449046e-05,3.061479824948509e-05,3.824024742057092e-06,12.0
757,4.655947740514449,-0.09176463243061424,3.205637142151059e-05,1.9320392690082852e-05,1.593948709506338e-05,12.0
758,4.647805113346476,-0.0933034016413913,4.6231922591899604e-05,4.2461992872470064e-05,4.1203354233530914e-05,12.0
759,4.649955038768266,-0.10113906739172271,1.8022156091505692e-05,4.4944492380096976e-05,2.3108414144855486e-06,12.0
760,4.645583536702887,-0.09115561102112901,1.747839117978563e-05,7.129932863353372e-06,8.357126379531221e-06,12.0
761,4.659629269896523,-0.0948039063400086,2.4600837763113947e-06,1.9828222080922998e-05,1.0757418011439286e-05,12.0
762,4.643798320563535,-0.08834943739974994,8.393003147063655e-06,2.8500223550162842e-05,1.4899182517526889e-05,12.0
763,4.6474933941256795,-0.089236550727026,5.030443429568232e-06,8.979472369797166e-06,2.5622487824653248e-05,12.0
764,4.642835189256408,-0.09359238674329258,2.371527201926397e-05,7.882638231967627e-06,4.366758443099993e-05,12.0
765,4.64385507292461,-0.10001485593310576,1.2068908597789806e-06,1.7354957003256094e-05,4.0380167678727616e-05,12.0
766,4.650466345947766,-0.10370471941999294,4.038838467054778e-05,3.955406196131338e-05,4.019572697049256e-05,12.0
767,4.659329714154143,-0.08734002536891496,2.7515317346299673e-05,2.6352033890335485e-05,1.7105320768657383e-05,12.0
768,4.651745508336201,-0.1035070628433708,2.8702083171597394e-05,4.1785494540221254e-05,3.4214319899879076e-05,12.0
769,4.6520629640180475,-0.09528126072014223,3.691514251940039e-05,4.3924375798279703e-05,4.90370076768453e-05,12.0
770,4.657239456195114,-0.10432624327441384,1.0801159370245417e-05,3.717448153064366e-05,3.991040774653696e-05,12.0
771,4.655367339339948,-0.09379167653336164,1.3190777988620596e-05,3.725758234712291e-05,1.5116033371513649e-05,12.0
772,4.646472084264127,-0.09459197944960013,4.1103316715986813e-05,2.4897309563080938e-05,6.326447468437313e-06,12.0
773,4.642604361150112,-0.08910684479853098,2.0470443001155408e-05,2.2764140198750745e-05,3.233576433664834e-05,12.0
774,4.647697365553657,-0.10035904130201424,5.958756547669986e-06,2.137000761057717e-05,3.023038842154407e-05,12.0
775,4.656381538624417,-0.09170428592126217,2.6625266370893008e-05,2.4300656445837078e-05,3.894950371766548e-05,12.0
776,4.6496019104414685,-0.09063036456080514,3.3531590848825284e-05,1.961324770368933e-06,3.34407063445481e-05,12.0
777,4.655861509118078,-0.09992438958125172,2.6523678859088474e-05,9.15902876647186e-06,3.0984739589691106e-05,12.0
778,4.642751190674239,-0.09460875127359744,2.926776612167228e-05,5.972834748585104e-06,4.096538988413581e-05,12.0
779,4.647980009045781,-0.09989450457470908,2.285323013230254e-05,3.013593134689347e-05,3.514207676500436e-06,12.0
780,4.652556402324897,-0.1012220160032878,1.6129429993792743e-06,1.7413901548558197e-05,1.2979012307249672e-05,12.0
781,4.654234549050766,-0.09837949256126638,1.4844546925770043e-05,3.799799255583944e-05,1.6716471210588012e-05,12.0
782,4.649033029026886,-0.09684829403551437,2.0713185571383326e-05,1.3659111700822753e-05,1.4159182005934596e-05,12.0
783,4.657676342915142,-0.10449373668284459,2.8253748262681002e-05,2.7549755106256165e-05,2.4481680662665234e-05,12.0
784,4.649625644622443,-0.10316389193489275,2.896967210836652e-05,2.8699697495291356e-05,4.708267178438312e-05,12.0
785,4.644262619722995,-0.10275782746143727,4.8923767748500136e-05,3.6511046130929104e-05,3.015801421057975e-05,12.0
786,4.657687824254231,-0.10366588038386075,3.9049734436874095e-05,2.952145839737786e-05,4.045231813418965e-05,12.0
787,4.655742234099703,-0.08916903903504224,8.458556552828107e-06,2.0965162913890884e-05,4.5083515410893545e-05,12.0
788,4.653125257383114,-0.08777368036696206,3.944548106301859e-05,8.102094673481714e-06,3.69505406023957e-05,12.0
789,4.658896089875631,-0.09913551966412022,4.84276068055043e-05,6.2870515273442845e-06,4.373662836857655e-05,12.0
790,4.644254495762036,-0.10375503689042433,2.2053402444929917e-05,5.8673034419411135e-06,2.4632212003032734e-05,12.0
791,4.648635514309955,-0.09572516369549453,2.4056960601538097e-05,3.609742551201364e-05,7.371741206592598e-06,12.0
792,4.650384600114608,-0.10220707157366792,9.685898081580024e-06,2.744415770528118e-05,4.7171221447501097e-05,12.0
793,4.653426577384803,-0.09877847503341439,3.0510171833909173e-05,7.937940398410937e-06,2.9038073714619544e-05,12.0
794,4.6587200025924895,-0.10016719190467721,1.7274077705860614e-05,2.5961821750188354e-05,3.0618036062065135e-05,12.0
795,4.648313379037436,-0.08934914900223989,9.099351521686995e-06,3.889568166687306e-05,1.8035990192471036e-05,12.0
796,4.647167484712745,-0.09882968661835138,3.0110344150306348e-05,4.617362404339962e-05,8.413984902326922e-06,12.0
797,4.657156545703449,-0.09773285645125532,2.0936425000828595e-06,7.906893145984846e-06,3.4315670957583234e-05,12.0
798,4.65636495541831,-0.09556511328421427,1.9497414978843446e-05,3.7584189024883634e-05,2.0616524445523278e-05,12.0
799,4.654263083393119,-0.08881940548113723,3.251516641875113e-05,1.747599407799722e-05,7.703686724914532e-06,12.0
800,4.657211123384786,-0.09042545969778135,4.98380456384476e-05,4.008106402426953e-05,6.3844070165917095e-06,12.0
801,4.642821952363303,-0.0938015596214757,4.671758087210287e-05,2.729627684524984e-05,8.822280249904392e-06,12.0
802,4.648040188683413,-0.1010186814689527,2.0991240051114697e-05,1.3576132901948263e-05,4.533783282377301e-05,12.0
803,4.6464135745687285,-0.09992051984337304,3.147558137246608e-05,3.3190246749553724e-05,2.9795573941442805e-05,12.0
804,4.643489435350567,-0.10318891082701645,3.889954312212473e-05,3.9782715714935146e-05,8.61641563907184e-07,12.0
805,4.643214908525947,-0.10453723784493875,3.572404559214374e-05,2.368801071959246e-05,2.3944691423373976e-05,12.0
806,4.647417734545789,-0.08953187426033084,4.374795942186315e-05,4.014520004410249e-05,1.4249020530041695e-05,12.0
807,4.655271700321108,-0.09378670707060549,2.3684011910367633e-05,1.8417074959403187e-05,7.151421127231584e-06,12.0
808,4.644047609404424,-0.09343562597712284,3.722485607923109e-05,3.928198988051709e-05,9.984920226885469e-06,12.0
809,4.653915889067527,-0.09144607642320364,2.6900443663551267e-05,4.659354259052229e-05,2.716903220424983e-05,12.0
810,4.646273591479025,-0.09560178430403932,4.187825246501942e-06,4.33185818460862e-05,3.899936628132418e-05,12.0
811,4.652358555285824,-0.09560177990320974,1.2096784191517646e-05,2.3517202069314693e-05,3.168393191576363e-05,12.0
812,4.64274655185581,-0.09001425359796186,3.9157968570493915e-05,4.4032441452507004e-05,2.8184990734496168e-05,12.0
813,4.652647302053945,-0.09831285271061249,2.8793400994762525e-05,4.1817624032220025e-05,3.170242983062735e-05,12.0
814,4.657242045393584,-0.09069457286975294,6.26754596574789e-06,1.998832167939806e-05,3.880209573080312e-05,12.0
815,4.656052936220509,-0.08826477441074354,4.155283485762941e-05,8.311029125884773e-09,3.25956012327738e-05,12.0
816,4.649975533194134,-0.0891189817456715,7.254691793645368e-06,3.6237332592829056e-05,2.516881693219169e-05,12.0
817,4.658069368332657,-0.0930527781336807,4.187583385188188e-05,1.6418544185069563e-05,3.660821707299446e-05,12.0
818,4.642922195238026,-0.10084253236885603,2.7870567397221037e-05,3.0316302048296113e-05,2.5587179184112855e-06,12.0
819,4.653296140351757,-0.08771464859348355,1.7075344555502306e-05,3.3122508931606025e-05,2.154136296156421e-05,12.0
820,4.656846695903959,-0.08790865794947753,2.0713828155911415e-05,4.9894816688459e-05,1.4942377713708577e-05,12.0
821,4.659694238969748,-0.0937705329505697,3.6236050949448097e-06,4.885612629746472e-06,1.3722303962949778e-05,12.0
822,4.659495143873403,-0.09921731082100277,2.4855137549516643e-05,7.617320279747131e-06,1.1732325143191014e-05,12.0
823,4.644577605502266,-0.09697024932029691,3.285854531725659e-05,2.2454889266483274e-05,1.7819659369827246e-05,12.0
824,4.657015643973976,-0.09977532276510892,3.206829206315648e-05,3.362936881660234e-05,1.5173694302510938e-05,12.0
825,4.646860359084583,-0.08850584828394237,1.165758210692708e-06,2.6018423923610146e-06,1.485439298142422e-05,12.0
826,4.644329146349338,-0.0970919517374779,1.980423526169306e-05,3.6124146379230346e-05,4.621221245972922e-05,12.0
827,4.65211669287965,-0.10416050411577164,1.5681819127962072e-05,1.2493631131511547e-05,3.497078280138289e-05,12.0
828,4.649852768120511,-0.09777885282844789,1.9310243174487985e-06,7.651405401421336e-06,1.3254074875556505e-05,12.0
829,4.64526600782567,-0.10020044337311176,3.0324989023893745e-06,8.548788699136794e-06,2.911712502441782e-05,12.0
830,4.650550714092513,-0.09438288256316074,1.2306447163065848e-05,3.8658233390179546e-05,3.953439232588515e-05,12.0
831,4.654925815146162,-0.09791406225455687,1.978898547965816e-05,8.045242836309214e-06,4.8653855376560174e-05,12.0
832,4.658840998573806,-0.10051885363701914,4.143351618262796e-05,1.937915464483594e-05,4.156803359995132e-07,12.0
833,4.659868152316433,-0.10192759458574135,4.25757007189444e-06,9.111691367700865e-06,2.807893077882514e-05,12.0
834,4.654317013328074,-0.08743054039525178,4.6836296848392e-05,1.4642899089010153e-05,2.3645312914953953e-05,12.0
835,4.648003257390032,-0.09305587738600667,4.8568803033585544e-05,3.423855634010407e-05,4.1707925533782656e-05,12.0
836,4.655567061991883,-0.10234290394196126,4.395185028324283e-05,7.199657854388081e-06,4.0584156172940895e-05,12.0
837,4.643735466389712,-0.09137268585476165,2.0946952026051965e-05,4.5100494209892597e-07,3.5087627990222085e-05,12.0
838,4.655306506185799,-0.08794438745134253,1.2686062371511203e-05,2.388986964970496e-05,1.9056695731205525e-05,12.0
839,4.653615445783522,-0.09718045035140997,4.33535239294793e-05,7.225481692651193e-07,2.7035620163108205e-05,12.0
840,4.655973705518258,-0.10213981701926102,1.7631524832498107e-05,7.350627444135894e-07,1.9173867966197563e-05,12.0
841,4.657342128908978,-0.0923349817265872,1.9927928456782286e-05,3.2065197805593965e-05,2.6059123862294098e-05,12.0
842,4.648809206435676,-0.1023830846845865,2.8210421386346555e-07,3.0417886375594518e-05,2.5929681817829353e-05,12.0
843,4.655903733701175,-0.09476810605914646,4.987518300685679e-05,9.236216477522165e-06,3.4058135988144222e-06,12.0
844,4.651652197182555,-0.09914162049689833,2.981155637979609e-05,3.9120517935269385e-06,4.8666715357258365e-05,12.0
845,4.65128263193707,-0.10033985951467073,3.7187646642879754e-05,4.672082761202662e-05,4.155253305116422e-05,12.0
846,4.649004026758749,-0.10167380070188317,3.3132265977436216e-05,3.217046482449603e-05,1.0890000474518058e-05,12.0
847,4.658786957344578,-0.10191904426816692,2.500501828808856e-05,4.3279110706245356e-05,7.917499388214167e-06,12.0
848,4.654416638843586,-0.0984189560557794,2.5381740985919843e-05,6.113190618194903e-06,4.6346635724621105e-05,12.0
849,4.653738631776335,-0.0877719108163256,1.3184597335366144e-07,4.858611968058449e-05,4.464593171695941e-06,12.0
850,4.648550455608051,-0.09516216064848863,1.924294665892416e-05,3.951708594188195e-05,4.940607749506634e-05,12.0
851,4.651486652272883,-0.10442809041337223,1.1056079639741019e-05,4.061380446083827e-05,4.266001624905484e-05,12.0
852,4.649763625656353,-0.08825449173826683,4.574670000273205e-05,2.463479515782894e-05,3.21391572327252e-05,12.0
853,4.643815083065814,-0.09185173071894225,2.3233289282723856e-05,1.5222923726697952e-05,4.417015701407214e-05,12.0
854,4.65823844290742,-0.10229807701103251,3.346417292641029e-05,4.814189086025906e-05,6.916214977098823e-06,12.0
855,4.642949271451836,-0.10053655478283813,4.538550656498061e-05,8.44940297584742e-06,9.903288446231328e-06,12.0
856,4.653828072526187,-0.08731049804277383,2.3555693441353398e-05,8.64478978108238e-06,2.2993358574428042e-05,12.0
857,4.648645082898474,-0.10427999169646072,3.358965430942159e-05,2.8036162476035847e-05,1.2411739193201337e-05,12.0
858,4.642862590771247,-0.09658729968607313,1.9520966733773626e-05,1.7400655421678735e-05,1.2241921839360876e-05,12.0
859,4.65650551616034,-0.09651288170855243,3.630991320344322e-05,3.529783513199092e-05,4.112115226026917e-05,12.0
860,4.653389083027056,-0.1014269822136269,3.3354477733899206e-05,1.2731050173256304e-05,1.3075300305175381e-05,12.0
861,4.653066254167271,-0.10075146615199332,3.6858182057834335e-05,1.7850881020992743e-05,2.6007560546571698e-05,12.0
862,4.648585758082157,-0.09413500221816323,4.854137491392047e-05,2.7106579241881586e-05,3.641381889309668e-05,12.0
863,4.653950037534001,-0.09558447965524998,4.218996099014715e-05,3.263523022133233e-05,1.2315593772876855e-05,12.0
864,4.6512574834791796,-0.09464138052887104,1.4890917877847638e-05,5.525535447679053e-06,2.163956273175074e-05,12.0
865,4.654169151477404,-0.08980398785937034,2.228558734478366e-05,2.5923913042489056e-05,2.6821021995957562e-05,12.0
866,4.650116532911601,-0.10187072585660215,3.470753423305083e-05,3.9504161069428065e-05,3.058087838535742e-05,12.0
867,4.650660374126373,-0.10311464489234626,4.283882484573419e-05,4.7908443834182354e-05,1.1395216025286037e-05,12.0
868,4.655136334592747,-0.0903543851287242,4.9265275544795805e-05,3.8587062465447015e-05,1.679625797433786e-05,12.0
869,4.6580089719505136,-0.09934491244419912,1.3674241144340471e-05,2.9821502699370657e-05,3.430812686561434e-05,12.0
870,4.658761819395937,-0.09139297242950176,3.4260819314630836e-05,4.822871862383559e-05,1.0847013293688412e-05,12.0
871,4.6488012220037005,-0.10329144520011875,3.4540191367396604e-05,1.9203919676997327e-05,1.151990698470265e-05,12.0
872,4.651805161300425,-0.09038145711700313,1.1393127918769707e-05,4.8104941755636974e-05,2.2785616359894102e-05,12.0
873,4.650317632646816,-0.09049139086214575,3.963610866123323e-05,3.5442133004727726e-05,2.6196290749109343e-05,12.0
874,4.65758218651374,-0.09187016823879425,3.3080010935069245e-05,1.855071299389227e-06,2.5831100927327263e-05,12.0
875,4.654660424759281,-0.10046968683159686,2.960708198376101e-05,5.395570175789849e-06,2.0350789796281123e-05,12.0
876,4.649393247725163,-0.09134851545160932,4.431234344512908e-05,1.5456555412350778e-05,1.5056436710254029e-06,12.0
877,4.65138215168918,-0.08898299849969853,3.546213819528823e-05,1.5827481475804273e-05,3.7489898365554944e-06,12.0
878,4.650582172381702,-0.09279940518498872,1.3022215219775724e-05,3.846775744686637e-05,1.472424272822927e-05,12.0
879,4.649736012893284,-0.08997513182203404,5.397930060744427e-06,2.7630478240473462e-05,1.6023643568399316e-05,12.0
880,4.6491819115037485,-0.09283819793618676,3.7274052815019965e-05,1.965557879667866e-05,2.9121535550911216e-05,12.0
881,4.644401867518398,-0.09443539456176618,3.057105189896956e-05,3.19150900602424e-05,4.6077350513399256e-05,12.0
882,4.657594142204454,-0.08812410574907982,2.1292725009838066e-05,1.0267156489733886e-05,3.328461773958093e-05,12.0
883,4.6527451182197135,-0.09700735789524745,2.236222654496539e-05,2.0444675712195794e-05,3.7126790083154753e-05,12.0
884,4.654495037029871,-0.09360272183720524,2.514673653258236e-05,3.364028408494291e-05,4.4704302464362276e-05,12.0
885,4.6547637641603,-0.0899453508373506,4.155523666669088e-05,4.0763247884485476e-05,2.3839699728972765e-05,12.0
886,4.647508164943004,-0.08837981606489623,2.040722757213609e-05,4.4850026103837e-05,1.5528864624743778e-05,12.0
887,4.653506157026133,-0.103347201219954,8.811741888654579e-07,4.110123998468018e-05,1.0654501013943225e-05,12.0
888,4.64648084128346,-0.08965915371580281,2.5825222982840896e-05,3.7688097598269157e-05,3.31804179179368e-06,12.0
889,4.650151730418766,-0.0960513765085878,2.8326627765923303e-05,4.4952068467455646e-06,7.921394407496379e-06,12.0
890,4.6584204190384355,-0.10034227400785958,3.147673669881516e-05,3.6754768668779866e-05,2.1836939598730817e-05,12.0
891,4.651525727406462,-0.0972618004497962,3.078336975403992e-05,1.3185827886143186e-05,8.056021384262557e-06,12.0
892,4.655718485437885,-0.09397226136240605,2.4153293201430905e-05,3.463310289098259e-05,1.323344285837691e-07,12.0
893,4.6576808684238715,-0.08994839276290989,1.7190836790360154e-06,1.5210526324039582e-05,7.6154011247681626e-06,12.0
894,4.644364132845784,-0.09715003536005296,9.896486359407581e-06,3.8986979298901705e-05,2.4822522286041968e-05,12.0
895,4.644274057474742,-0.09917506752901162,3.298322648971947e-05,3.360362939655065e-05,1.0943203005574765e-05,12.0
896,4.6479753776177954,-0.09950565751768675,2.9636466435698217e-05,2.8752997223799887e-05,4.27210369574771e-05,12.0
897,4.648516837189854,-0.08950904223565155,2.8321967750759905e-05,2.0238189968550576e-05,4.275163854860978e-05,12.0
898,4.658925776081462,-0.09787031013819093,3.5956852152590095e-05,1.3523623310340122e-05,3.3445953438381064e-05,12.0
899,4.65198624390436,-0.10385760284494182,2.2867521586846874e-05,1.7681325614069865e-05,2.398294533622748e-05,12.0
900,4.649678455599076,-0.1010332812213341,4.820155219381428e-06,3.417881154873101e-05,2.5670048337239556e-05,12.0
901,4.651412152187438,-0.09764130868464638,4.064518177078174e-05,4.996661945921584e-05,2.302434123142343e-05,12.0
902,4.6480533736880885,-0.10388716309480159,7.466378603553193e-06,2.8867995619681405e-05,4.220463652497306e-05,12.0
903,4.6597248819027675,-0.09085824225856876,2.4490672324412673e-05,4.117533322314255e-06,2.739838377953387e-05,12.0
904,4.644177617240225,-0.10063599024102585,2.7675620344014823e-05,2.140442585501412e-05,1.1299121788218104e-05,12.0
905,4.651073005467803,-0.09039823871859842,1.776322864722187e-05,1.0885839769320837e-05,3.4334034772155065e-05,12.0
906,4.648202884337558,-0.09033727631396196,4.047097330295364e-05,2.7457826349116235e-05,4.82854094969262e-05,12.0
907,4.654460831713675,-0.08787484067260942,1.3513804690033388e-05,1.7665470689860292e-05,3.5055934994785164e-05,12.0
908,4.646522023227585,-0.09897211212146202,3.1281769439310986e-05,2.5202624151545877e-05,8.0674895004982e-06,12.0
909,4.6436633213046985,-0.10409345273795675,9.213503653463717e-06,4.537259016850728e-05,1.58566003489025e-05,12.0
910,4.6513972057493325,-0.09780779862080807,3.27930851596333e-05,2.083729342716187e-05,4.379150224076159e-05,12.0
911,4.642821804517947,-0.10340661243126507,9.000216856900201e-06,3.509979033964539e-05,4.158901980831387e-06,12.0
912,4.646686891531791,-0.10175654284655,4.387784170139915e-05,3.3859251426689e-06,3.376714780801783e-05,12.0
913,4.648700630943188,-0.09728017619345712,2.767545112802793e-05,2.2375731757832787e-05,3.25935161359088e-05,12.0
914,4.647343877898316,-0.09312156255410763,3.785635584183124e-05,1.0130917567842946e-05,3.847725716122925e-05,12.0
915,4.65240061675069,-0.10146194353472512,1.4589228763904123e-05,2.1009383780179147e-05,4.6944300110228176e-05,12.0
916,4.659191758166313,-0.09518306390520812,1.9080647503078806e-06,3.278820835076038e-05,2.703063181612758e-06,12.0
917,4.650624214255321,-0.089309973290723,1.974115950281199e-05,2.4214382883762915e-05,4.230427610626382e-05,12.0
918,4.65926592005109,-0.09192149406063597,1.826556750504299e-06,4.45785200438748e-05,5.7454086650420404e-06,12.0
919,4.644432010951353,-0.09360279595800296,6.591234802650004e-07,3.371768993306004e-05,3.19978391874042e-05,12.0
920,4.651622200713286,-0.10019589006034428,3.595974611202178e-05,3.183662462880998e-05,3.347668209953776e-05,12.0
921,4.659457774285964,-0.09713692772693615,1.4849530893952351e-05,4.705893311700888e-06,3.7246541938798507e-06,12.0
922,4.6566896950807,-0.09429580517115278,4.485269178221469e-05,4.7579919681796606e-05,2.415274939408192e-05,12.0
923,4.651519193469473,-0.09157476861791342,1.1037518527419705e-05,1.703727484653284e-05,2.9867589300007342e-05,12.0
924,4.648047615287726,-0.08936754693852754,3.938007123100579e-05,4.65194006408709e-05,4.757791481939639e-05,12.0
925,4.657086503131789,-0.09770671605407245,3.255366295793993e-05,5.138527670270021e-06,2.311133878392151e-05,12.0
926,4.653703540727124,-0.0938486800054868,3.539569787372141e-05,1.6437114729870175e-05,2.961485063456584e-05,12.0
927,4.658221438520721,-0.09892461589449038,2.422244062780062e-05,1.3173177498368772e-06,7.1004171407491496e-06,12.0
928,4.657535369387307,-0.08802872119309318,2.291967986131659e-05,3.390295427310564e-05,4.033507332546729e-05,12.0
929,4.656503376139939,-0.09222772738899203,1.7539147124844278e-07,4.998951713118e-05,2.0334402848840467e-05,12.0
930,4.648257830649228,-0.09991685423197039,4.023098967858735e-05,1.195814921471114e-05,2.3992756766268882e-05,12.0
931,4.656339570110834,-0.10130497013348434,2.3574996830820218e-05,1.6684652349550607e-05,2.308422178754156e-05,12.0
932,4.657074397067114,-0.09042757587908538,1.6187933482950517e-05,1.0979282275367464e-05,3.326101469259195e-05,12.0
933,4.646473805806528,-0.09592909136827439,4.689843923454696e-05,4.367045560554827e-05,2.2820899169438175e-05,12.0
934,4.643400010493124,-0.08873095175437024,2.748837894560681e-05,4.98890860070863e-05,4.935472003044929e-05,12.0
935,4.651389775997188,-0.10293942836423052,2.259058595334287e-05,1.412023716713859e-05,2.038472284762946e-05,12.0
936,4.654631683755509,-0.10040256318137794,1.9763947216414808e-05,4.411149520056965e-05,3.9424021354448646e-05,12.0
937,4.651778126371872,-0.09216597887237832,3.0113400044386626e-05,3.0213577426337543e-05,4.416247815637032e-05,12.0
938,4.644050979892534,-0.09926332234057603,4.0048087541770904e-05,2.3881002481202036e-05,1.7908320976157577e-06,12.0
939,4.649272317982,-0.09043491120346643,4.90928307217056e-05,3.110053177422783e-05,1.286015346169952e-05,12.0
940,4.65373037352418,-0.09338103332395863,1.8803508096586708e-06,1.623310872053068e-05,1.4505986695226115e-05,12.0
941,4.646358934728541,-0.09773304197852621,3.577144874409585e-05,3.7531917301023914e-05,3.3010674579920798e-06,12.0
942,4.646124796749082,-0.09029639405573778,2.034897960743909e-05,4.929681330198466e-06,3.987318223528856e-05,12.0
943,4.656914284427756,-0.10241458498452133,3.0166484571670135e-05,3.728995359418753e-05,3.5148823043968987e-05,12.0
944,4.646774598646057,-0.09737605112734628,3.309077752994148e-05,1.662253733592406e-05,3.46502015552953e-05,12.0
945,4.651559253809526,-0.10118853179399713,4.3081485874322257e-07,2.9199465825078275e-05,1.6631189791098257e-05,12.0
946,4.6486479243263785,-0.09033281730074436,2.7047610390836203e-05,5.563630794558317e-06,1.7393733308691874e-06,12.0
947,4.648053918862563,-0.0925096068542875,2.6508680468481483e-06,2.4940646105377806e-05,1.3934446429155812e-06,12.0
948,4.644371920696103,-0.09126133200890987,1.1432196474737001e-05,1.4268869392372397e-05,1.3587679129643949e-05,12.0
949,4.656422812916198,-0.10282578786675449,2.81427579913499e-05,3.826380987078873e-05,3.131330871921083e-05,12.0
950,4.656347402042555,-0.10321199045566083,3.633300939052516e-05,2.6205033118489068e-05,6.05051846442517e-07,12.0
951,4.6498646243244295,-0.10323752704630418,1.0624486547524626e-06,1.5367540730682473e-06,3.7466805513854515e-05,12.0
